student_id,course_id,session_date,attendance_status
STU-1002,CS-204,2026-09-15,Present
STU-1002,CS-204,2026-09-17,Present
STU-1002,CS-204,2026-09-22,Present
STU-1002,CS-204,2026-09-24,Present
STU-1002,CS-204,2026-09-29,Present
STU-1002,CS-204,2026-10-01,Present
STU-1002,CS-204,2026-10-06,Present
STU-1002,CS-204,2026-10-08,Present
STU-1002,CS-204,2026-10-13,Present
STU-1002,CS-204,2026-10-15,Present
STU-1002,CS-204,2026-10-20,Present
STU-1002,CS-204,2026-10-22,Present
STU-1002,CS-204,2026-10-27,Present
STU-1002,CS-204,2026-10-29,Present
STU-1003,DATA-101,2026-01-13,Present
STU-1003,DATA-101,2026-01-15,Present
STU-1003,DATA-101,2026-01-20,Present
STU-1003,DATA-101,2026-01-22,Present
STU-1003,DATA-101,2026-01-27,Present
STU-1003,DATA-101,2026-01-29,Present
STU-1003,DATA-101,2026-02-03,Present
STU-1003,DATA-101,2026-02-05,Present
STU-1003,DATA-101,2026-02-10,Present
STU-1003,DATA-101,2026-02-12,Present
STU-1003,DATA-101,2026-02-17,Present
STU-1003,DATA-101,2026-02-19,Present
STU-1003,DATA-101,2026-02-24,Present
STU-1003,DATA-101,2026-02-26,Present
STU-1003,DATA-101,2026-03-03,Present
STU-1003,DATA-101,2026-03-05,Present
STU-1003,DATA-101,2026-03-10,Present
STU-1003,DATA-101,2026-03-12,Present
STU-1003,DATA-101,2026-03-17,Present
STU-1003,DATA-101,2026-03-19,Present
STU-1003,STAT-301,2026-01-13,Present
STU-1003,STAT-301,2026-01-15,Present
STU-1003,STAT-301,2026-01-20,Present
STU-1003,STAT-301,2026-01-22,Present
STU-1003,STAT-301,2026-01-27,Present
STU-1003,STAT-301,2026-01-29,Present
STU-1003,STAT-301,2026-02-03,Present
STU-1003,STAT-301,2026-02-05,Present
STU-1003,STAT-301,2026-02-10,Present
STU-1003,STAT-301,2026-02-12,Present
STU-1003,STAT-301,2026-02-17,Present
STU-1003,STAT-301,2026-02-19,Present
STU-1003,STAT-301,2026-02-24,Present
STU-1003,STAT-301,2026-02-26,Present
STU-1003,STAT-301,2026-03-03,Present
STU-1003,STAT-301,2026-03-05,Present
STU-1003,STAT-301,2026-03-10,Present
STU-1003,STAT-301,2026-03-12,Present
STU-1003,STAT-301,2026-03-17,Present
STU-1003,STAT-301,2026-03-19,Present
STU-1003,CS-204,2026-01-13,Present
STU-1003,CS-204,2026-01-15,Present
STU-1003,CS-204,2026-01-20,Present
STU-1003,CS-204,2026-01-22,Present
STU-1003,CS-204,2026-01-27,Present
STU-1003,CS-204,2026-01-29,Present
STU-1003,CS-204,2026-02-03,Present
STU-1003,CS-204,2026-02-05,Present
STU-1003,CS-204,2026-02-10,Present
STU-1003,CS-204,2026-02-12,Present
STU-1003,CS-204,2026-02-17,Present
STU-1003,CS-204,2026-02-19,Present
STU-1003,CS-204,2026-02-24,Present
STU-1003,CS-204,2026-02-26,Present
STU-1003,CS-204,2026-03-03,Present
STU-1003,CS-204,2026-03-05,Present
STU-1003,CS-204,2026-03-10,Present
STU-1003,CS-204,2026-03-12,Present
STU-1003,CS-204,2026-03-17,Present
STU-1003,CS-204,2026-03-19,Present
STU-1004,DATA-101,2026-08-25,Present
STU-1004,DATA-101,2026-08-27,Present
STU-1004,DATA-101,2026-09-01,Present
STU-1004,DATA-101,2026-09-03,Present
STU-1004,DATA-101,2026-09-08,Present
STU-1004,DATA-101,2026-09-10,Present
STU-1004,DATA-101,2026-09-15,Present
STU-1004,DATA-101,2026-09-17,Present
STU-1004,DATA-101,2026-09-22,Present
STU-1004,DATA-101,2026-09-24,Present
STU-1004,DATA-101,2026-09-29,Present
STU-1004,DATA-101,2026-10-01,Late
STU-1004,DATA-101,2026-10-06,Present
STU-1004,DATA-101,2026-10-08,Present
STU-1004,DATA-101,2026-10-13,Present
STU-1004,DATA-101,2026-10-15,Present
STU-1004,DATA-101,2026-10-20,Present
STU-1004,DATA-101,2026-10-22,Present
STU-1004,DATA-101,2026-10-27,Present
STU-1004,DATA-101,2026-10-29,Present
STU-1004,STAT-301,2026-01-13,Present
STU-1004,STAT-301,2026-01-15,Present
STU-1004,STAT-301,2026-01-20,Present
STU-1004,STAT-301,2026-01-22,Present
STU-1004,STAT-301,2026-01-27,Present
STU-1004,STAT-301,2026-01-29,Late
STU-1004,STAT-301,2026-02-03,Present
STU-1004,STAT-301,2026-02-05,Present
STU-1004,STAT-301,2026-02-10,Present
STU-1004,STAT-301,2026-02-12,Present
STU-1004,STAT-301,2026-02-17,Present
STU-1004,STAT-301,2026-02-19,Present
STU-1004,STAT-301,2026-02-24,Present
STU-1004,STAT-301,2026-02-26,Present
STU-1004,STAT-301,2026-03-03,Present
STU-1004,STAT-301,2026-03-05,Present
STU-1004,STAT-301,2026-03-10,Present
STU-1004,STAT-301,2026-03-12,Present
STU-1004,STAT-301,2026-03-17,Present
STU-1004,STAT-301,2026-03-19,Present
STU-1005,MATH-150,2026-08-25,Present
STU-1005,MATH-150,2026-08-27,Present
STU-1005,MATH-150,2026-09-01,Late
STU-1005,MATH-150,2026-09-03,Present
STU-1005,MATH-150,2026-09-08,Present
STU-1005,MATH-150,2026-09-10,Present
STU-1005,MATH-150,2026-09-15,Late
STU-1005,MATH-150,2026-09-17,Present
STU-1005,MATH-150,2026-09-22,Present
STU-1005,MATH-150,2026-09-24,Present
STU-1005,MATH-150,2026-09-29,Present
STU-1005,MATH-150,2026-10-01,Present
STU-1005,MATH-150,2026-10-06,Present
STU-1005,MATH-150,2026-10-08,Present
STU-1005,MATH-150,2026-10-13,Present
STU-1005,MATH-150,2026-10-15,Present
STU-1005,MATH-150,2026-10-20,Late
STU-1005,MATH-150,2026-10-22,Present
STU-1005,MATH-150,2026-10-27,Present
STU-1005,MATH-150,2026-10-29,Late
STU-1005,DATA-101,2026-01-13,Present
STU-1005,DATA-101,2026-01-15,Present
STU-1005,DATA-101,2026-01-20,Present
STU-1005,DATA-101,2026-01-22,Present
STU-1005,DATA-101,2026-01-27,Present
STU-1005,DATA-101,2026-01-29,Present
STU-1005,DATA-101,2026-02-03,Present
STU-1005,DATA-101,2026-02-05,Present
STU-1005,DATA-101,2026-02-10,Present
STU-1005,DATA-101,2026-02-12,Present
STU-1005,DATA-101,2026-02-17,Present
STU-1005,DATA-101,2026-02-19,Present
STU-1005,DATA-101,2026-02-24,Present
STU-1005,DATA-101,2026-02-26,Present
STU-1005,DATA-101,2026-03-03,Present
STU-1005,DATA-101,2026-03-05,Present
STU-1005,DATA-101,2026-03-10,Present
STU-1005,DATA-101,2026-03-12,Present
STU-1005,DATA-101,2026-03-17,Present
STU-1005,DATA-101,2026-03-19,Present
STU-1006,MATH-150,2026-01-13,Present
STU-1006,MATH-150,2026-01-15,Late
STU-1006,MATH-150,2026-01-20,Present
STU-1006,MATH-150,2026-01-22,Present
STU-1006,MATH-150,2026-01-27,Present
STU-1006,MATH-150,2026-01-29,Present
STU-1006,MATH-150,2026-02-03,Present
STU-1006,MATH-150,2026-02-05,Present
STU-1006,MATH-150,2026-02-10,Present
STU-1006,MATH-150,2026-02-12,Present
STU-1006,MATH-150,2026-02-17,Excused
STU-1006,MATH-150,2026-02-19,Present
STU-1006,MATH-150,2026-02-24,Present
STU-1006,MATH-150,2026-02-26,Present
STU-1006,MATH-150,2026-03-03,Present
STU-1006,MATH-150,2026-03-05,Present
STU-1006,MATH-150,2026-03-10,Present
STU-1006,MATH-150,2026-03-12,Present
STU-1006,MATH-150,2026-03-17,Absent
STU-1006,MATH-150,2026-03-19,Present
STU-1006,STAT-301,2026-08-25,Present
STU-1006,STAT-301,2026-08-27,Present
STU-1006,STAT-301,2026-09-01,Present
STU-1006,STAT-301,2026-09-03,Present
STU-1006,STAT-301,2026-09-08,Present
STU-1006,STAT-301,2026-09-10,Excused
STU-1006,STAT-301,2026-09-15,Present
STU-1006,STAT-301,2026-09-17,Present
STU-1006,STAT-301,2026-09-22,Present
STU-1006,STAT-301,2026-09-24,Present
STU-1006,STAT-301,2026-09-29,Late
STU-1006,STAT-301,2026-10-01,Late
STU-1006,STAT-301,2026-10-06,Present
STU-1006,STAT-301,2026-10-08,Present
STU-1006,STAT-301,2026-10-13,Present
STU-1006,STAT-301,2026-10-15,Present
STU-1006,STAT-301,2026-10-20,Absent
STU-1006,STAT-301,2026-10-22,Present
STU-1006,STAT-301,2026-10-27,Absent
STU-1006,STAT-301,2026-10-29,Present
STU-1006,CS-204,2026-08-25,Present
STU-1006,CS-204,2026-08-27,Present
STU-1006,CS-204,2026-09-01,Present
STU-1006,CS-204,2026-09-03,Present
STU-1006,CS-204,2026-09-08,Present
STU-1006,CS-204,2026-09-10,Present
STU-1006,CS-204,2026-09-15,Present
STU-1006,CS-204,2026-09-17,Present
STU-1006,CS-204,2026-09-22,Present
STU-1006,CS-204,2026-09-24,Present
STU-1006,CS-204,2026-09-29,Present
STU-1006,CS-204,2026-10-01,Present
STU-1006,CS-204,2026-10-06,Absent
STU-1006,CS-204,2026-10-08,Present
STU-1006,CS-204,2026-10-13,Present
STU-1006,CS-204,2026-10-15,Present
STU-1006,CS-204,2026-10-20,Present
STU-1006,CS-204,2026-10-22,Present
STU-1006,CS-204,2026-10-27,Excused
STU-1006,CS-204,2026-10-29,Present
STU-1007,STAT-301,2026-01-13,Present
STU-1007,STAT-301,2026-01-15,Present
STU-1007,STAT-301,2026-01-20,Present
STU-1007,STAT-301,2026-01-22,Present
STU-1007,STAT-301,2026-01-27,Present
STU-1007,STAT-301,2026-01-29,Present
STU-1007,STAT-301,2026-02-03,Present
STU-1007,STAT-301,2026-02-05,Present
STU-1007,STAT-301,2026-02-10,Present
STU-1007,STAT-301,2026-02-12,Present
STU-1007,STAT-301,2026-02-17,Present
STU-1007,STAT-301,2026-02-19,Present
STU-1007,STAT-301,2026-02-24,Late
STU-1007,STAT-301,2026-02-26,Present
STU-1007,STAT-301,2026-03-03,Present
STU-1007,STAT-301,2026-03-05,Present
STU-1007,STAT-301,2026-03-10,Present
STU-1007,STAT-301,2026-03-12,Present
STU-1007,STAT-301,2026-03-17,Present
STU-1007,STAT-301,2026-03-19,Present
STU-1007,MATH-150,2026-08-25,Present
STU-1007,MATH-150,2026-08-27,Present
STU-1007,MATH-150,2026-09-01,Present
STU-1007,MATH-150,2026-09-03,Present
STU-1007,MATH-150,2026-09-08,Present
STU-1007,MATH-150,2026-09-10,Present
STU-1007,MATH-150,2026-09-15,Present
STU-1007,MATH-150,2026-09-17,Present
STU-1007,MATH-150,2026-09-22,Present
STU-1007,MATH-150,2026-09-24,Present
STU-1007,MATH-150,2026-09-29,Present
STU-1007,MATH-150,2026-10-01,Present
STU-1007,MATH-150,2026-10-06,Present
STU-1007,MATH-150,2026-10-08,Present
STU-1007,MATH-150,2026-10-13,Present
STU-1007,MATH-150,2026-10-15,Present
STU-1007,MATH-150,2026-10-20,Present
STU-1007,MATH-150,2026-10-22,Present
STU-1007,MATH-150,2026-10-27,Present
STU-1007,MATH-150,2026-10-29,Present
STU-1007,DATA-101,2026-01-13,Present
STU-1007,DATA-101,2026-01-15,Present
STU-1007,DATA-101,2026-01-20,Present
STU-1007,DATA-101,2026-01-22,Present
STU-1007,DATA-101,2026-01-27,Present
STU-1007,DATA-101,2026-01-29,Present
STU-1007,DATA-101,2026-02-03,Present
STU-1007,DATA-101,2026-02-05,Present
STU-1007,DATA-101,2026-02-10,Present
STU-1007,DATA-101,2026-02-12,Present
STU-1007,DATA-101,2026-02-17,Present
STU-1007,DATA-101,2026-02-19,Present
STU-1007,DATA-101,2026-02-24,Present
STU-1007,DATA-101,2026-02-26,Present
STU-1007,DATA-101,2026-03-03,Late
STU-1007,DATA-101,2026-03-05,Present
STU-1007,DATA-101,2026-03-10,Present
STU-1007,DATA-101,2026-03-12,Present
STU-1007,DATA-101,2026-03-17,Present
STU-1007,DATA-101,2026-03-19,Present
STU-1008,CS-204,2026-01-13,Present
STU-1008,CS-204,2026-01-15,Present
STU-1008,CS-204,2026-01-20,Present
STU-1008,CS-204,2026-01-22,Present
STU-1008,CS-204,2026-01-27,Present
STU-1008,CS-204,2026-01-29,Present
STU-1008,CS-204,2026-02-03,Present
STU-1008,CS-204,2026-02-05,Present
STU-1008,CS-204,2026-02-10,Present
STU-1008,CS-204,2026-02-12,Present
STU-1008,CS-204,2026-02-17,Present
STU-1008,CS-204,2026-02-19,Present
STU-1008,CS-204,2026-02-24,Present
STU-1008,CS-204,2026-02-26,Present
STU-1008,CS-204,2026-03-03,Present
STU-1008,CS-204,2026-03-05,Present
STU-1008,CS-204,2026-03-10,Absent
STU-1008,CS-204,2026-03-12,Present
STU-1008,CS-204,2026-03-17,Present
STU-1008,CS-204,2026-03-19,Present
STU-1008,STAT-301,2026-01-13,Present
STU-1008,STAT-301,2026-01-15,Present
STU-1008,STAT-301,2026-01-20,Present
STU-1008,STAT-301,2026-01-22,Present
STU-1008,STAT-301,2026-01-27,Late
STU-1008,STAT-301,2026-01-29,Present
STU-1008,STAT-301,2026-02-03,Present
STU-1008,STAT-301,2026-02-05,Present
STU-1008,STAT-301,2026-02-10,Present
STU-1008,STAT-301,2026-02-12,Present
STU-1008,STAT-301,2026-02-17,Present
STU-1008,STAT-301,2026-02-19,Present
STU-1008,STAT-301,2026-02-24,Present
STU-1008,STAT-301,2026-02-26,Present
STU-1008,STAT-301,2026-03-03,Present
STU-1008,STAT-301,2026-03-05,Present
STU-1008,STAT-301,2026-03-10,Absent
STU-1008,STAT-301,2026-03-12,Present
STU-1008,STAT-301,2026-03-17,Present
STU-1008,STAT-301,2026-03-19,Present
STU-1009,MATH-150,2026-01-13,Present
STU-1009,MATH-150,2026-01-15,Late
STU-1009,MATH-150,2026-01-20,Absent
STU-1009,MATH-150,2026-01-22,Late
STU-1009,MATH-150,2026-01-27,Present
STU-1009,MATH-150,2026-01-29,Present
STU-1009,MATH-150,2026-02-03,Absent
STU-1009,MATH-150,2026-02-05,Present
STU-1009,MATH-150,2026-02-10,Absent
STU-1009,MATH-150,2026-02-12,Present
STU-1009,MATH-150,2026-02-17,Present
STU-1009,MATH-150,2026-02-19,Late
STU-1009,MATH-150,2026-02-24,Present
STU-1009,MATH-150,2026-02-26,Absent
STU-1009,MATH-150,2026-03-03,Present
STU-1009,MATH-150,2026-03-05,Present
STU-1009,MATH-150,2026-03-10,Excused
STU-1009,MATH-150,2026-03-12,Absent
STU-1009,MATH-150,2026-03-17,Present
STU-1009,MATH-150,2026-03-19,Absent
STU-1009,CS-204,2026-08-25,Present
STU-1009,CS-204,2026-08-27,Present
STU-1009,CS-204,2026-09-01,Present
STU-1009,CS-204,2026-09-03,Absent
STU-1009,CS-204,2026-09-08,Present
STU-1009,CS-204,2026-09-10,Present
STU-1009,CS-204,2026-09-15,Excused
STU-1009,CS-204,2026-09-17,Absent
STU-1009,CS-204,2026-09-22,Absent
STU-1009,CS-204,2026-09-24,Present
STU-1009,CS-204,2026-09-29,Absent
STU-1009,CS-204,2026-10-01,Absent
STU-1009,CS-204,2026-10-06,Present
STU-1009,CS-204,2026-10-08,Present
STU-1009,CS-204,2026-10-13,Absent
STU-1009,CS-204,2026-10-15,Absent
STU-1009,CS-204,2026-10-20,Present
STU-1009,CS-204,2026-10-22,Present
STU-1009,CS-204,2026-10-27,Present
STU-1009,CS-204,2026-10-29,Present
STU-1009,STAT-301,2026-08-25,Absent
STU-1009,STAT-301,2026-08-27,Present
STU-1009,STAT-301,2026-09-01,Present
STU-1009,STAT-301,2026-09-03,Absent
STU-1009,STAT-301,2026-09-08,Present
STU-1009,STAT-301,2026-09-10,Present
STU-1009,STAT-301,2026-09-15,Absent
STU-1009,STAT-301,2026-09-17,Absent
STU-1009,STAT-301,2026-09-22,Present
STU-1009,STAT-301,2026-09-24,Excused
STU-1009,STAT-301,2026-09-29,Absent
STU-1009,STAT-301,2026-10-01,Absent
STU-1009,STAT-301,2026-10-06,Absent
STU-1009,STAT-301,2026-10-08,Present
STU-1009,STAT-301,2026-10-13,Present
STU-1009,STAT-301,2026-10-15,Present
STU-1009,STAT-301,2026-10-20,Present
STU-1009,STAT-301,2026-10-22,Present
STU-1009,STAT-301,2026-10-27,Late
STU-1009,STAT-301,2026-10-29,Present
STU-1010,DATA-101,2026-08-25,Present
STU-1010,DATA-101,2026-08-27,Present
STU-1010,DATA-101,2026-09-01,Present
STU-1010,DATA-101,2026-09-03,Absent
STU-1010,DATA-101,2026-09-08,Present
STU-1010,DATA-101,2026-09-10,Present
STU-1010,DATA-101,2026-09-15,Present
STU-1010,DATA-101,2026-09-17,Present
STU-1010,DATA-101,2026-09-22,Present
STU-1010,DATA-101,2026-09-24,Present
STU-1010,DATA-101,2026-09-29,Present
STU-1010,DATA-101,2026-10-01,Absent
STU-1010,DATA-101,2026-10-06,Present
STU-1010,DATA-101,2026-10-08,Present
STU-1010,DATA-101,2026-10-13,Present
STU-1010,DATA-101,2026-10-15,Present
STU-1010,DATA-101,2026-10-20,Present
STU-1010,DATA-101,2026-10-22,Absent
STU-1010,DATA-101,2026-10-27,Absent
STU-1010,DATA-101,2026-10-29,Present
STU-1010,MATH-150,2026-08-25,Absent
STU-1010,MATH-150,2026-08-27,Present
STU-1010,MATH-150,2026-09-01,Present
STU-1010,MATH-150,2026-09-03,Excused
STU-1010,MATH-150,2026-09-08,Present
STU-1010,MATH-150,2026-09-10,Present
STU-1010,MATH-150,2026-09-15,Excused
STU-1010,MATH-150,2026-09-17,Absent
STU-1010,MATH-150,2026-09-22,Present
STU-1010,MATH-150,2026-09-24,Present
STU-1010,MATH-150,2026-09-29,Present
STU-1010,MATH-150,2026-10-01,Absent
STU-1010,MATH-150,2026-10-06,Present
STU-1010,MATH-150,2026-10-08,Late
STU-1010,MATH-150,2026-10-13,Present
STU-1010,MATH-150,2026-10-15,Present
STU-1010,MATH-150,2026-10-20,Present
STU-1010,MATH-150,2026-10-22,Absent
STU-1010,MATH-150,2026-10-27,Absent
STU-1010,MATH-150,2026-10-29,Present
STU-1011,CS-204,2026-01-13,Present
STU-1011,CS-204,2026-01-15,Present
STU-1011,CS-204,2026-01-20,Absent
STU-1011,CS-204,2026-01-22,Present
STU-1011,CS-204,2026-01-27,Absent
STU-1011,CS-204,2026-01-29,Present
STU-1011,CS-204,2026-02-03,Present
STU-1011,CS-204,2026-02-05,Absent
STU-1011,CS-204,2026-02-10,Present
STU-1011,CS-204,2026-02-12,Present
STU-1011,CS-204,2026-02-17,Absent
STU-1011,CS-204,2026-02-19,Present
STU-1011,CS-204,2026-02-24,Excused
STU-1011,CS-204,2026-02-26,Present
STU-1011,CS-204,2026-03-03,Present
STU-1011,CS-204,2026-03-05,Present
STU-1011,CS-204,2026-03-10,Present
STU-1011,CS-204,2026-03-12,Absent
STU-1011,CS-204,2026-03-17,Absent
STU-1011,CS-204,2026-03-19,Present
STU-1011,STAT-301,2026-08-25,Absent
STU-1011,STAT-301,2026-08-27,Absent
STU-1011,STAT-301,2026-09-01,Absent
STU-1011,STAT-301,2026-09-03,Absent
STU-1011,STAT-301,2026-09-08,Late
STU-1011,STAT-301,2026-09-10,Present
STU-1011,STAT-301,2026-09-15,Present
STU-1011,STAT-301,2026-09-17,Present
STU-1011,STAT-301,2026-09-22,Present
STU-1011,STAT-301,2026-09-24,Present
STU-1011,STAT-301,2026-09-29,Present
STU-1011,STAT-301,2026-10-01,Absent
STU-1011,STAT-301,2026-10-06,Absent
STU-1011,STAT-301,2026-10-08,Present
STU-1011,STAT-301,2026-10-13,Present
STU-1011,STAT-301,2026-10-15,Present
STU-1011,STAT-301,2026-10-20,Absent
STU-1011,STAT-301,2026-10-22,Absent
STU-1011,STAT-301,2026-10-27,Present
STU-1011,STAT-301,2026-10-29,Absent
STU-1011,DATA-101,2026-01-13,Present
STU-1011,DATA-101,2026-01-15,Present
STU-1011,DATA-101,2026-01-20,Late
STU-1011,DATA-101,2026-01-22,Present
STU-1011,DATA-101,2026-01-27,Present
STU-1011,DATA-101,2026-01-29,Present
STU-1011,DATA-101,2026-02-03,Absent
STU-1011,DATA-101,2026-02-05,Present
STU-1011,DATA-101,2026-02-10,Present
STU-1011,DATA-101,2026-02-12,Late
STU-1011,DATA-101,2026-02-17,Absent
STU-1011,DATA-101,2026-02-19,Present
STU-1011,DATA-101,2026-02-24,Present
STU-1011,DATA-101,2026-02-26,Present
STU-1011,DATA-101,2026-03-03,Present
STU-1011,DATA-101,2026-03-05,Present
STU-1011,DATA-101,2026-03-10,Absent
STU-1011,DATA-101,2026-03-12,Absent
STU-1011,DATA-101,2026-03-17,Absent
STU-1011,DATA-101,2026-03-19,Present
STU-1012,MATH-150,2026-08-25,Present
STU-1012,MATH-150,2026-08-27,Late
STU-1012,MATH-150,2026-09-01,Present
STU-1012,MATH-150,2026-09-03,Present
STU-1012,MATH-150,2026-09-08,Present
STU-1012,MATH-150,2026-09-10,Present
STU-1012,MATH-150,2026-09-15,Present
STU-1012,MATH-150,2026-09-17,Present
STU-1012,MATH-150,2026-09-22,Present
STU-1012,MATH-150,2026-09-24,Present
STU-1012,MATH-150,2026-09-29,Present
STU-1012,MATH-150,2026-10-01,Present
STU-1012,MATH-150,2026-10-06,Present
STU-1012,MATH-150,2026-10-08,Present
STU-1012,MATH-150,2026-10-13,Present
STU-1012,MATH-150,2026-10-15,Present
STU-1012,MATH-150,2026-10-20,Present
STU-1012,MATH-150,2026-10-22,Present
STU-1012,MATH-150,2026-10-27,Present
STU-1012,MATH-150,2026-10-29,Present
STU-1012,CS-204,2026-08-25,Present
STU-1012,CS-204,2026-08-27,Late
STU-1012,CS-204,2026-09-01,Present
STU-1012,CS-204,2026-09-03,Present
STU-1012,CS-204,2026-09-08,Present
STU-1012,CS-204,2026-09-10,Present
STU-1012,CS-204,2026-09-15,Present
STU-1012,CS-204,2026-09-17,Present
STU-1012,CS-204,2026-09-22,Present
STU-1012,CS-204,2026-09-24,Present
STU-1012,CS-204,2026-09-29,Present
STU-1012,CS-204,2026-10-01,Present
STU-1012,CS-204,2026-10-06,Present
STU-1012,CS-204,2026-10-08,Present
STU-1012,CS-204,2026-10-13,Present
STU-1012,CS-204,2026-10-15,Present
STU-1012,CS-204,2026-10-20,Present
STU-1012,CS-204,2026-10-22,Present
STU-1012,CS-204,2026-10-27,Present
STU-1012,CS-204,2026-10-29,Present
STU-1013,MATH-150,2026-08-25,Late
STU-1013,MATH-150,2026-08-27,Present
STU-1013,MATH-150,2026-09-01,Present
STU-1013,MATH-150,2026-09-03,Present
STU-1013,MATH-150,2026-09-08,Present
STU-1013,MATH-150,2026-09-10,Present
STU-1013,MATH-150,2026-09-15,Late
STU-1013,MATH-150,2026-09-17,Present
STU-1013,MATH-150,2026-09-22,Present
STU-1013,MATH-150,2026-09-24,Present
STU-1013,MATH-150,2026-09-29,Present
STU-1013,MATH-150,2026-10-01,Present
STU-1013,MATH-150,2026-10-06,Late
STU-1013,MATH-150,2026-10-08,Excused
STU-1013,MATH-150,2026-10-13,Present
STU-1013,MATH-150,2026-10-15,Present
STU-1013,MATH-150,2026-10-20,Present
STU-1013,MATH-150,2026-10-22,Present
