student_id,course_id,assignment_id,due_date,submitted_at,score,max_score
STU-1013,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-30 20:59:59,88.9,100.0
STU-1014,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-10 19:59:59,82.4,100.0
STU-1014,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-24 18:59:59,90.0,100.0
STU-1014,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-14 18:59:59,90.7,100.0
STU-1014,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-29 22:59:59,96.6,100.0
STU-1015,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-09 15:59:59,92.6,100.0
STU-1015,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-22 20:59:59,90.5,100.0
STU-1015,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-16 15:59:59,94.4,100.0
STU-1015,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-30 20:59:59,84.8,100.0
STU-1016,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-08 21:59:59,90.9,100.0
STU-1016,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-23 15:59:59,94.5,100.0
STU-1016,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-16 22:59:59,86.0,100.0
STU-1016,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-28 22:59:59,94.4,100.0
STU-1017,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-08 22:59:59,94.2,100.0
STU-1017,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-25 15:59:59,87.2,100.0
STU-1017,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-15 18:59:59,89.2,100.0
STU-1017,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-27 19:59:59,93.2,100.0
STU-1018,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-09 19:59:59,95.4,100.0
STU-1018,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-24 16:59:59,83.9,100.0
STU-1018,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-13 17:59:59,83.2,100.0
STU-1018,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-29 16:59:59,83.2,100.0
STU-1019,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-12 00:59:59,69.6,100.0
STU-1019,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,65.2,100.0
STU-1019,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-17 17:59:59,77.3,100.0
STU-1019,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-31 01:59:59,73.9,100.0
STU-1020,CS-204,CS-204-A01,2026-09-12 23:59:59,2026-09-12 17:59:59,69.0,100.0
STU-1020,CS-204,CS-204-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,65.4,100.0
STU-1020,CS-204,CS-204-A03,2026-10-17 23:59:59,2026-10-17 07:59:59,68.6,100.0
STU-1020,CS-204,CS-204-A04,2026-10-31 23:59:59,2026-10-31 18:59:59,70.8,100.0
STU-1021,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 06:59:59,68.0,100.0
STU-1021,STAT-301,STAT-301-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,70.7,100.0
STU-1021,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 14:59:59,67.9,100.0
STU-1021,STAT-301,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 08:59:59,77.9,100.0
STU-1022,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 09:59:59,70.1,100.0
STU-1022,STAT-301,STAT-301-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,66.0,100.0
STU-1022,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 11:59:59,67.1,100.0
STU-1022,STAT-301,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 10:59:59,66.2,100.0
STU-1023,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 04:59:59,71.5,100.0
STU-1023,STAT-301,STAT-301-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,71.0,100.0
STU-1023,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 09:59:59,70.0,100.0
STU-1023,STAT-301,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 02:59:59,69.5,100.0
STU-1024,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 19:59:59,67.4,100.0
STU-1024,STAT-301,STAT-301-A02,2026-09-26 23:59:59,2026-09-28 01:59:59,73.2,100.0
STU-1024,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 14:59:59,77.7,100.0
STU-1024,STAT-301,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 18:59:59,67.0,100.0
STU-1025,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 18:59:59,35.6,100.0
STU-1025,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1025,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 20:59:59,38.8,100.0
STU-1025,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
STU-1026,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 20:59:59,46.5,100.0
STU-1026,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1026,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 18:59:59,40.7,100.0
STU-1026,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
STU-1027,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 15:59:59,44.8,100.0
STU-1027,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1027,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 21:59:59,38.9,100.0
STU-1027,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
STU-1028,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 20:59:59,41.0,100.0
STU-1028,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1028,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 21:59:59,38.8,100.0
STU-1028,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
STU-1029,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 22:59:59,43.9,100.0
STU-1029,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1029,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 18:59:59,36.2,100.0
STU-1029,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
STU-1030,STAT-301,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 19:59:59,35.9,100.0
STU-1030,STAT-301,STAT-301-A02,2026-09-26 23:59:59,,,100.0
STU-1030,STAT-301,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 21:59:59,41.4,100.0
STU-1030,STAT-301,STAT-301-A04,2026-10-31 23:59:59,,,100.0
