student_id,course_id,session_date,attendance_status
STU-1015,CS-204,2026-10-08,Present
STU-1015,CS-204,2026-10-15,Present
STU-1015,CS-204,2026-10-22,Present
STU-1015,CS-204,2026-10-29,Present
STU-1015,CS-204,2026-11-05,Present
STU-1016,CS-204,2026-09-03,Present
STU-1016,CS-204,2026-09-10,Present
STU-1016,CS-204,2026-09-17,Present
STU-1016,CS-204,2026-09-24,Present
STU-1016,CS-204,2026-10-01,Present
STU-1016,CS-204,2026-10-08,Present
STU-1016,CS-204,2026-10-15,Present
STU-1016,CS-204,2026-10-22,Present
STU-1016,CS-204,2026-10-29,Present
STU-1016,CS-204,2026-11-05,Present
STU-1017,CS-204,2026-09-03,Present
STU-1017,CS-204,2026-09-10,Present
STU-1017,CS-204,2026-09-17,Present
STU-1017,CS-204,2026-09-24,Present
STU-1017,CS-204,2026-10-01,Present
STU-1017,CS-204,2026-10-08,Present
STU-1017,CS-204,2026-10-15,Present
STU-1017,CS-204,2026-10-22,Present
STU-1017,CS-204,2026-10-29,Present
STU-1017,CS-204,2026-11-05,Present
STU-1018,CS-204,2026-09-03,Present
STU-1018,CS-204,2026-09-10,Present
STU-1018,CS-204,2026-09-17,Present
STU-1018,CS-204,2026-09-24,Present
STU-1018,CS-204,2026-10-01,Present
STU-1018,CS-204,2026-10-08,Present
STU-1018,CS-204,2026-10-15,Present
STU-1018,CS-204,2026-10-22,Present
STU-1018,CS-204,2026-10-29,Present
STU-1018,CS-204,2026-11-05,Present
STU-1019,CS-204,2026-09-03,Present
STU-1019,CS-204,2026-09-10,Present
STU-1019,CS-204,2026-09-17,Present
STU-1019,CS-204,2026-09-24,Present
STU-1019,CS-204,2026-10-01,Late
STU-1019,CS-204,2026-10-08,Present
STU-1019,CS-204,2026-10-15,Absent
STU-1019,CS-204,2026-10-22,Present
STU-1019,CS-204,2026-10-29,Present
STU-1019,CS-204,2026-11-05,Present
STU-1020,CS-204,2026-09-03,Present
STU-1020,CS-204,2026-09-10,Present
STU-1020,CS-204,2026-09-17,Present
STU-1020,CS-204,2026-09-24,Present
STU-1020,CS-204,2026-10-01,Present
STU-1020,CS-204,2026-10-08,Absent
STU-1020,CS-204,2026-10-15,Late
STU-1020,CS-204,2026-10-22,Present
STU-1020,CS-204,2026-10-29,Present
STU-1020,CS-204,2026-11-05,Present
STU-1021,STAT-301,2026-09-03,Present
STU-1021,STAT-301,2026-09-10,Present
STU-1021,STAT-301,2026-09-17,Present
STU-1021,STAT-301,2026-09-24,Present
STU-1021,STAT-301,2026-10-01,Late
STU-1021,STAT-301,2026-10-08,Present
STU-1021,STAT-301,2026-10-15,Absent
STU-1021,STAT-301,2026-10-22,Present
STU-1021,STAT-301,2026-10-29,Present
STU-1021,STAT-301,2026-11-05,Present
STU-1022,STAT-301,2026-09-03,Present
STU-1022,STAT-301,2026-09-10,Present
STU-1022,STAT-301,2026-09-17,Present
STU-1022,STAT-301,2026-09-24,Present
STU-1022,STAT-301,2026-10-01,Present
STU-1022,STAT-301,2026-10-08,Late
STU-1022,STAT-301,2026-10-15,Present
STU-1022,STAT-301,2026-10-22,Present
STU-1022,STAT-301,2026-10-29,Present
STU-1022,STAT-301,2026-11-05,Absent
STU-1023,STAT-301,2026-09-03,Present
STU-1023,STAT-301,2026-09-10,Present
STU-1023,STAT-301,2026-09-17,Present
STU-1023,STAT-301,2026-09-24,Late
STU-1023,STAT-301,2026-10-01,Present
STU-1023,STAT-301,2026-10-08,Absent
STU-1023,STAT-301,2026-10-15,Present
STU-1023,STAT-301,2026-10-22,Present
STU-1023,STAT-301,2026-10-29,Present
STU-1023,STAT-301,2026-11-05,Present
STU-1024,STAT-301,2026-09-03,Absent
STU-1024,STAT-301,2026-09-10,Present
STU-1024,STAT-301,2026-09-17,Present
STU-1024,STAT-301,2026-09-24,Late
STU-1024,STAT-301,2026-10-01,Present
STU-1024,STAT-301,2026-10-08,Present
STU-1024,STAT-301,2026-10-15,Present
STU-1024,STAT-301,2026-10-22,Present
STU-1024,STAT-301,2026-10-29,Present
STU-1024,STAT-301,2026-11-05,Present
STU-1025,STAT-301,2026-09-03,Present
STU-1025,STAT-301,2026-09-10,Present
STU-1025,STAT-301,2026-09-17,Absent
STU-1025,STAT-301,2026-09-24,Present
STU-1025,STAT-301,2026-10-01,Present
STU-1025,STAT-301,2026-10-08,Absent
STU-1025,STAT-301,2026-10-15,Present
STU-1025,STAT-301,2026-10-22,Absent
STU-1025,STAT-301,2026-10-29,Absent
STU-1025,STAT-301,2026-11-05,Present
STU-1026,STAT-301,2026-09-03,Absent
STU-1026,STAT-301,2026-09-10,Present
STU-1026,STAT-301,2026-09-17,Absent
STU-1026,STAT-301,2026-09-24,Absent
STU-1026,STAT-301,2026-10-01,Present
STU-1026,STAT-301,2026-10-08,Present
STU-1026,STAT-301,2026-10-15,Present
STU-1026,STAT-301,2026-10-22,Absent
STU-1026,STAT-301,2026-10-29,Present
STU-1026,STAT-301,2026-11-05,Present
STU-1027,STAT-301,2026-09-03,Present
STU-1027,STAT-301,2026-09-10,Present
STU-1027,STAT-301,2026-09-17,Present
STU-1027,STAT-301,2026-09-24,Present
STU-1027,STAT-301,2026-10-01,Absent
STU-1027,STAT-301,2026-10-08,Present
STU-1027,STAT-301,2026-10-15,Absent
STU-1027,STAT-301,2026-10-22,Absent
STU-1027,STAT-301,2026-10-29,Absent
STU-1027,STAT-301,2026-11-05,Present
STU-1028,STAT-301,2026-09-03,Present
STU-1028,STAT-301,2026-09-10,Absent
STU-1028,STAT-301,2026-09-17,Present
STU-1028,STAT-301,2026-09-24,Present
STU-1028,STAT-301,2026-10-01,Absent
STU-1028,STAT-301,2026-10-08,Absent
STU-1028,STAT-301,2026-10-15,Present
STU-1028,STAT-301,2026-10-22,Present
STU-1028,STAT-301,2026-10-29,Absent
STU-1028,STAT-301,2026-11-05,Present
STU-1029,STAT-301,2026-09-03,Absent
STU-1029,STAT-301,2026-09-10,Absent
STU-1029,STAT-301,2026-09-17,Present
STU-1029,STAT-301,2026-09-24,Absent
STU-1029,STAT-301,2026-10-01,Present
STU-1029,STAT-301,2026-10-08,Present
STU-1029,STAT-301,2026-10-15,Present
STU-1029,STAT-301,2026-10-22,Present
STU-1029,STAT-301,2026-10-29,Absent
STU-1029,STAT-301,2026-11-05,Present
STU-1030,STAT-301,2026-09-03,Absent
STU-1030,STAT-301,2026-09-10,Absent
STU-1030,STAT-301,2026-09-17,Present
STU-1030,STAT-301,2026-09-24,Present
STU-1030,STAT-301,2026-10-01,Present
STU-1030,STAT-301,2026-10-08,Present
STU-1030,STAT-301,2026-10-15,Present
STU-1030,STAT-301,2026-10-22,Present
STU-1030,STAT-301,2026-10-29,Absent
STU-1030,STAT-301,2026-11-05,Absent
